Name,Team,billikenTeam,contract,salary,point_value,repl,par,PA,HR,R,RBI,SB,AVG,IP,W,SV,SO,ERA,WHIP,p_c,p_1b,p_2b,p_3b,p_ss,p_of,p_ci,p_mi,ev,surplus
Javier Sanoja,MIA,NA,NA,NA,1.9,3.3,-1.4,231,3,24,24,5,0.258,NA,NA,NA,NA,NA,NA,0,0,1,1,1,1,1,1,0.9,NA
Jose Urquidy,PIT,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,95,5,0,69,4.88,1.35,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Thomas White,MIA,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,24,1,0,23,4.22,1.4,0,0,0,0,0,0,0,0,0.9,NA
Blade Tidwell,SFG,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,39,2,0,34,4.3,1.37,0,0,0,0,0,0,0,0,0.9,NA
Carson Whisenhunt,SFG,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,29,2,0,23,4.26,1.36,0,0,0,0,0,0,0,0,0.9,NA
Pierson Ohl,COL,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,39,2,0,30,4.53,1.29,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Seth Halvorsen,COL,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,60,3,3,55,4.64,1.47,0,0,0,0,0,0,0,0,0.9,NA
Brennan Bernardino,COL,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,58,3,2,53,4.46,1.46,0,0,0,0,0,0,0,0,0.9,NA
Trevor Williams,WSN,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,32,2,0,26,4.6,1.36,0,0,0,0,0,0,0,0,0.9,NA
Sam Moll,CIN,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,42,2,0,41,4.45,1.37,0,0,0,0,0,0,0,0,0.9,NA
Gus Varland,WSN,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,48,2,0,45,4.37,1.41,0,0,0,0,0,0,0,0,0.9,NA
Welinton Herrera,COL,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,26,2,0,26,4.41,1.41,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Danny Young,ATL,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,20,1,0,21,3.95,1.32,0,0,0,0,0,0,0,0,0.9,NA
Bryce Montes de Oca,WSN,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,12,1,0,14,4.04,1.41,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Philip Abner,ARI,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,16,1,0,15,4.07,1.37,0,0,0,0,0,0,0,0,0.9,NA
Will Klein,LAD,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,50,3,0,53,4.43,1.46,0,0,0,0,0,0,0,0,0.9,NA
Zach McCambley,PHI,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,48,2,0,46,4.47,1.39,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Kyle Wright,CHC,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,14,1,0,12,4.08,1.29,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Griff McGarry,WSN,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,55,3,0,61,4.37,1.46,0,0,0,0,0,0,0,0,0.9,NA
Jhony Brito,SDP,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,24,1,0,20,4.18,1.33,0,0,0,0,0,0,0,0,0.9,NA
Andre Granillo,WSN,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,42,2,0,40,4.44,1.39,0,0,0,0,0,0,0,0,0.9,NA
Bryan Hoeing,SDP,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,26,1,0,21,4.18,1.32,0,0,0,0,0,0,0,0,0.9,NA
Jhancarlos Lara,ATL,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,12,1,0,13,4.11,1.44,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Carson Seymour,SFG,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,20,1,0,17,3.98,1.34,0,0,0,0,0,0,0,0,0.9,NA
Joey Gerber,NYM,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,14,1,0,13,4.33,1.3,0,0,0,0,0,0,0,0,0.9,NA
Brycen Mautz,STL,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,16,1,0,14,4.22,1.32,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Trent Thornton,CHC,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,30,1,0,25,4.24,1.28,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Riley Martin,CHC,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,22,1,0,22,4.16,1.44,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Daysbel Hernandez,ATL,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,40,2,0,43,4.3,1.43,0,0,0,0,0,0,0,0,0.9,NA
Scott Alexander,SFG,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,34,2,0,25,4.12,1.42,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA
Max Lazar,PHI,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,38,2,0,30,4.53,1.34,0,0,0,0,0,0,0,0,0.9,NA
Connor Phillips,CIN,NA,NA,NA,0.2,1.6,-1.4000000000000001,NA,NA,NA,NA,NA,NA,56,3,0,59,4.63,1.4,0,0,0,0,0,0,0,0,0.9,NA
Casey Schmitt,SFG,National Pastime,2,1,1.8,3.3,-1.4999999999999998,210,7,23,25,1,0.248,NA,NA,NA,NA,NA,NA,0,1,1,1,1,0,1,1,0.6,-0.4
Ryan Ritter,COL,NA,NA,NA,1.8,3.3,-1.4999999999999998,189,5,23,22,3,0.253,NA,NA,NA,NA,NA,NA,0,0,1,0,1,0,0,1,0.6,NA
Robert Hassell III,WSN,NA,NA,NA,1.8,3.3,-1.4999999999999998,252,4,26,24,6,0.242,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0.6,NA
Endy Rodriguez,PIT,Hoosiers,2,5,0.4,1.9,-1.5,54,1,6,6,0,0.242,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0.6,-4.4
Endy Rodriguez,PIT,Blue Socks,2,1,0.4,1.9,-1.5,54,1,6,6,0,0.242,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,0,0.6,-0.4
Andrew Painter,PHI,Free At Last,Opt,1,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,104,5,0,90,4.72,1.39,0,0,0,0,0,0,0,0,0.6,-0.4
Jake Irvin,WSN,National Pastime,2,1,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,100,5,0,75,4.82,1.37,0,0,0,0,0,0,0,0,0.6,-0.4
Quinn Mathews,STL,Hoosiers,2,4,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,40,2,0,36,4.31,1.46,0,0,0,0,0,0,0,0,0.6,-3.4
Matt Waldron,SDP,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,34,2,0,27,4.83,1.34,0,0,0,0,0,0,0,0,0.6,NA
Mitch Bratt,ARI,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,9,0,0,7,4.14,1.28,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Thomas Harrington,PIT,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,16,1,0,13,4.59,1.34,0,0,0,0,0,0,0,0,0.6,NA
Alex Carrillo,NYM,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,20,1,0,21,4.3,1.36,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
AJ Smith-Shawver,ATL,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,6,0,0,7,3.85,1.28,0,0,0,0,0,0,0,0,0.6,NA
K.C. Hunt,MIL,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,10,1,0,9,4.2,1.28,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Kyle Backhus,PHI,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,16,1,0,15,4.3,1.34,0,0,0,0,0,0,0,0,0.6,NA
Bobby Miller,LAD,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,26,1,0,25,4.56,1.37,0,0,0,0,0,0,0,0,0.6,NA
Zack Thompson,STL,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,10,1,0,10,4.15,1.39,0,0,0,0,0,0,0,0,0.6,NA
Chris Roycroft,STL,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,40,2,0,32,4.29,1.45,0,0,0,0,0,0,0,0,0.6,NA
Jeff Criswell,COL,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,12,1,0,11,4.76,1.45,0,0,0,0,0,0,0,0,0.6,NA
Ken Waldichuk,WSN,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,13,1,0,13,4.47,1.39,0,0,0,0,0,0,0,0,0.6,NA
Ronan Kopp,LAD,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,10,1,0,11,4.53,1.51,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Jake Eder,WSN,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,14,1,0,11,4.61,1.39,0,0,0,0,0,0,0,0,0.6,NA
Josh Simpson,MIA,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,14,1,0,14,4.34,1.44,0,0,0,0,0,0,0,0,0.6,NA
Jackson Wolf,SDP,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,12,1,0,10,4.4,1.33,0,0,0,0,0,0,0,0,0.6,NA
Chris Devenski,PIT,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,24,1,0,20,4.43,1.34,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Nolan Hoffman,PHI,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,12,1,0,11,4.58,1.42,0,0,0,0,0,0,0,0,0.6,NA
James Karinchak,ATL,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,14,1,0,16,4.39,1.41,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Michael Petersen,MIA,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,28,1,0,26,4.39,1.36,0,0,0,0,0,0,0,0,0.6,NA
Wilber Dotel,PIT,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,12,1,0,10,4.54,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Chase Shugart,PHI,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,42,2,0,34,4.65,1.38,0,0,0,0,0,0,0,0,0.6,NA
Gavin Hollowell,CHC,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,16,1,0,15,4.5,1.4,0,0,0,0,0,0,0,0,0.6,NA
Genesis Cabrera,PHI,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,18,1,0,16,4.67,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Jack Neely,CHC,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,18,1,0,18,4.47,1.39,0,0,0,0,0,0,0,0,0.6,NA
Garrett Acton,MIA,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,16,1,0,15,4.66,1.42,0,0,0,0,0,0,0,0,0.6,NA
Ryan Rolison,CHC,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,15,1,0,11,4.48,1.41,0,0,0,0,0,0,0,0,0.6,NA
Daison Acosta,SDP,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,18,1,0,18,4.44,1.44,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Yilber Diaz,ARI,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,24,1,0,23,4.31,1.45,0,0,0,0,0,0,0,0,0.6,NA
Paul Gervase,LAD,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,32,2,0,34,4.66,1.4,0,0,0,0,0,0,0,0,0.6,NA
Zach Pop,PHI,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,52,3,0,40,4.65,1.41,0,0,0,0,0,0,0,0,0.6,NA
Brandan Bidois,PIT,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,40,2,0,37,4.49,1.45,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA
Austin Love,STL,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,32,2,0,27,4.51,1.43,0,0,0,0,0,0,0,0,0.6,NA
Juan Burgos,ARI,NA,NA,NA,0.1,1.6,-1.5,NA,NA,NA,NA,NA,NA,28,2,0,22,4.59,1.46,0,0,0,0,0,0,0,0,0.6,NA
Kyle Karros,COL,NA,NA,NA,1.7,3.3,-1.5999999999999999,217,3,25,22,2,0.261,NA,NA,NA,NA,NA,NA,0,0,0,1,0,0,1,0,0.3,NA
Nathan Church,STL,NA,NA,NA,1.7,3.3,-1.5999999999999999,203,3,23,21,5,0.253,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,0.3,NA
Blaine Crim,COL,NA,NA,NA,1.7,3.3,-1.5999999999999999,182,6,22,22,1,0.259,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,1,0,0.3,NA
Riley Adams,WSN,NA,NA,NA,0.3,1.9,-1.5999999999999999,61,2,6,6,0,0.212,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0.3,NA
Martin Perez,ATL,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,36,2,0,27,4.53,1.44,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Alan Rangel,PHI,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,28,1,0,22,4.84,1.35,0,0,0,0,0,0,0,0,0.3,NA
JR Ritchie,ATL,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,9,0,0,7,4.5,1.37,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Tink Hence,STL,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,8,0,0,7,4.4,1.38,0,0,0,0,0,0,0,0,0.3,NA
Landon Knack,LAD,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,23,1,0,20,4.94,1.37,0,0,0,0,0,0,0,0,0.3,NA
Pete Hansen,STL,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,9,0,0,6,4.59,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
RJ Petit,COL,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,55,3,0,47,4.79,1.43,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Didier Fuentes,ATL,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,8,0,0,8,4.24,1.28,0,0,0,0,0,0,0,0,0.3,NA
Josh Staumont,CIN,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,12,1,0,12,4.79,1.49,0,0,0,0,0,0,0,0,0.3,NA
Lou Trivino,PHI,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,24,1,0,21,4.59,1.42,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Ryan Lambert,NYM,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,12,0,0,13,4.24,1.36,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Nick Burdi,NYM,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,8,0,0,9,4.12,1.35,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Collin Snider,CHC,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,10,0,0,8,4.43,1.35,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Tucker Davidson,PHI,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,8,0,0,6,4.5,1.39,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Tate Kuehner,MIL,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,8,0,0,7,4.24,1.42,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Lyon Richardson,CIN,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,22,1,0,19,4.59,1.44,0,0,0,0,0,0,0,0,0.3,NA
Shinnosuke Ogasawara,WSN,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,8,0,0,6,4.62,1.36,0,0,0,0,0,0,0,0,0.3,NA
Isaiah Campbell,ARI,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,14,1,0,10,4.38,1.41,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Keegan Thompson,COL,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,40,2,0,38,4.79,1.43,0,0,0,0,0,0,0,0,0.3,NA
Dale Stanavich,MIA,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,12,1,0,11,4.41,1.51,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Blake Walston,ARI,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,10,0,0,8,4.45,1.44,0,0,0,0,0,0,0,0,0.3,NA
Jose Franco,CIN,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,14,1,0,13,4.92,1.43,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Ryder Ryan,LAD,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,12,1,0,9,4.68,1.47,0,0,0,0,0,0,0,0,0.3,NA
Ryder Ryan,LAD,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,12,1,0,9,4.68,1.47,0,0,0,0,0,0,0,0,0.3,NA
Francis Pena,SDP,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,16,1,0,13,4.36,1.45,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Reggie Crawford,SFG,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,8,0,0,8,4.54,1.41,0,0,0,0,0,0,0,0,0.3,NA
Juan Morillo,ARI,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,31,2,0,28,4.24,1.51,0,0,0,0,0,0,0,0,0.3,NA
Juan Sanchez,SFG,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,14,1,0,12,4.29,1.45,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Josh Ekness,MIA,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,22,1,0,19,4.59,1.43,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Jaden Woods,PIT,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,14,1,0,12,4.71,1.49,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Scott Blewett,STL,NA,NA,NA,0,1.6,-1.6,NA,NA,NA,NA,NA,NA,24,1,0,18,4.37,1.39,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Alek Jacob,SDP,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,33,1,0,29,4.7,1.38,0,0,0,0,0,0,0,0,0.3,NA
Zach Maxwell,CIN,NA,NA,NA,-0,1.6,-1.6,NA,NA,NA,NA,NA,NA,50,2,0,51,4.66,1.46,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA
Johan Rojas,PHI,NA,NA,NA,1.6,3.3,-1.6999999999999997,175,2,20,17,9,0.247,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-0,NA
Abimelec Ortiz,WSN,NA,NA,NA,1.6,3.3,-1.6999999999999997,224,8,26,26,1,0.229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Charlie Condon,COL,NA,NA,NA,1.6,3.3,-1.6999999999999997,210,6,22,24,1,0.244,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-0,NA
Randy Vasquez,SDP,Erie Lakers,2,1,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,142,7,0,96,4.82,1.41,0,0,0,0,0,0,0,0,-0,-1
Josiah Gray,WSN,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,114,6,0,99,4.97,1.42,0,0,0,0,0,0,0,0,-0,NA
River Ryan,LAD,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,39,2,0,32,4.78,1.42,0,0,0,0,0,0,0,0,-0,NA
River Ryan,LAD,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,39,2,0,32,4.78,1.42,0,0,0,0,0,0,0,0,-0,NA
Brandon Williamson,CIN,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,51,2,0,43,4.86,1.42,0,0,0,0,0,0,0,0,-0,NA
McCade Brown,COL,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,15,1,0,14,5.4,1.49,0,0,0,0,0,0,0,0,-0,NA
Bryse Wilson,PHI,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,30,1,0,21,4.99,1.39,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Sean Sullivan,COL,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,9,0,0,6,5.29,1.4,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Jean Cabrera,PHI,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,9,0,0,6,5.02,1.46,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Jared Lyons,CIN,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,9,0,0,6,5.31,1.49,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Julian Aguiar,CIN,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,35,1,0,25,5.02,1.37,0,0,0,0,0,0,0,0,-0,NA
Yoniel Curet,PHI,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,8,0,0,7,5.27,1.5,0,0,0,0,0,0,0,0,-0,NA
Mike Clevinger,PIT,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,24,1,0,19,4.77,1.4,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Jagger Haynes,SDP,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,8,0,0,6,5.06,1.55,0,0,0,0,0,0,0,0,-0,NA
Gabriel Hughes,COL,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,18,1,0,13,4.89,1.46,0,0,0,0,0,0,0,0,-0,NA
Valente Bellozo,COL,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,8,0,0,6,5.04,1.41,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Corbin Martin,CHC,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,8,0,0,7,4.62,1.46,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Yunior Marte,CIN,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,18,1,0,15,4.96,1.48,0,0,0,0,0,0,0,0,-0,NA
Tejay Antone,CIN,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,16,1,0,13,5.14,1.51,0,0,0,0,0,0,0,0,-0,NA
Seth Johnson,PHI,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,20,1,0,18,4.8,1.46,0,0,0,0,0,0,0,0,-0,NA
Rolddy Munoz,ATL,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,26,1,0,23,4.5,1.48,0,0,0,0,0,0,0,0,-0,NA
Bradley Blalock,MIA,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,18,1,0,12,5,1.47,0,0,0,0,0,0,0,0,-0,NA
William Kempner,MIA,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,24,1,0,22,4.79,1.49,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Ryan Harbin,PIT,NA,NA,NA,-0.1,1.6,-1.7000000000000002,NA,NA,NA,NA,NA,NA,34,2,0,32,4.6,1.56,NA,NA,NA,NA,NA,NA,NA,NA,-0,NA
Miguel Rojas,LAD,NA,NA,NA,1.5,3.3,-1.7999999999999998,182,4,20,18,3,0.256,NA,NA,NA,NA,NA,NA,0,0,1,1,1,0,1,1,-0.3,NA
Blake Perkins,MIL,NA,NA,NA,1.5,3.3,-1.7999999999999998,217,4,25,21,7,0.223,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,0,-0.3,NA
Ronny Mauricio,NYM,NA,NA,NA,1.5,3.3,-1.7999999999999998,140,5,16,16,4,0.244,NA,NA,NA,NA,NA,NA,0,0,1,1,0,0,1,1,-0.3,NA
Garrett Stubbs,PHI,NA,NA,NA,0.1,1.9,-1.7999999999999998,19,0,2,2,0,0.222,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,-0.3,NA
Tanner Gordon,COL,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,55,3,0,40,5.26,1.39,0,0,0,0,0,0,0,0,-0.3,NA
Marco Gonzales,SDP,NA,NA,NA,-0.2,1.6,-1.8,NA,NA,NA,NA,NA,NA,27,1,0,19,4.89,1.41,0,0,0,0,0,0,0,0,-0.3,NA
